row_1,row_2,similarity,text_1,text_2
246,49,100.0,AIIMS Mumbai,aiims Mumbai
107,187,1.0,Apollo Hosp Bangalore,apollo hospital Bangalore
151,218,1.0000000000000002,City Hospital Delhi,City Hosp Delhi
123,36,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
9,290,1.0,fortis hospital Mumbai,fortis hospital Mumbai
79,176,1.0,AIIMS Pune,aiims Pune
127,296,1.0,AIIMS Pune,AIIMS Pune
172,10,100.0,fortis hospital Mumbai,fortis hospital Mumbai
72,103,1.0,aiims Delhi,AIIMS Delhi
85,156,1.0000000000000002,City Hospital Delhi,city hospital Delhi
208,86,100.0,Apollo Hospital Pune,Apollo Hosp Pune
160,38,100.0,City Hosp Delhi,City Hosp Delhi
263,264,1.0,AIIMS Mumbai,AIIMS Mumbai
19,54,100.0,AIIMS Pune,AIIMS Pune
104,125,1.0,sunrise clinic Pune,sunrise clinic Pune
228,36,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
245,66,100.0,City Hosp Pune,city hospital Pune
46,146,1.0,AIIMS Bangalore,AIIMS Bangalore
99,102,1.0,sunrise clinic Pune,Sunrise Clinic Pune
7,63,1.0,apollo hospital Mumbai,Apollo Hospital Mumbai
112,240,1.0,aiims Mumbai,aiims Mumbai
27,141,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
93,116,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
189,225,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
129,142,1.0,Apollo Hosp Mumbai,apollo hospital Mumbai
34,174,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
60,210,1.0,apollo hospital Pune,Apollo Hosp Pune
268,95,100.0,fortis hospital Bangalore,Fortis Hospital Bangalore
123,256,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
13,28,1.0,Fortis Hosp Pune,Fortis Hospital Pune
76,249,1.0,sunrise clinic Pune,Sunrise Clinic Pune
102,110,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
3,16,100.0,City Hospital Bangalore,City Hospital Bangalore
7,142,1.0,apollo hospital Mumbai,apollo hospital Mumbai
118,149,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
68,213,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
246,264,1.0,AIIMS Mumbai,AIIMS Mumbai
209,213,1.0,fortis hospital Delhi,Fortis Hosp Delhi
98,253,1.0,AIIMS Delhi,AIIMS Delhi
237,115,100.0,city hospital Mumbai,city hospital Mumbai
56,51,100.0,AIIMS Pune,AIIMS Pune
136,27,100.0,fortis hospital Bangalore,Fortis Hosp Bangalore
19,56,1.0,AIIMS Pune,AIIMS Pune
77,107,1.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
96,237,1.0,city hospital Mumbai,city hospital Mumbai
261,135,100.0,city hospital Delhi,City Hospital Delhi
255,258,1.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
163,219,1.0,sunrise clinic Bangalore,sunrise clinic Bangalore
226,50,100.0,Sunrise Clinic Delhi,sunrise clinic Delhi
109,213,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
134,111,100.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
130,275,1.0,aiims Pune,AIIMS Pune
14,83,1.0,Fortis Hospital Pune,Fortis Hosp Pune
68,164,1.0,Fortis Hospital Delhi,fortis hospital Delhi
191,37,100.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
49,246,1.0,aiims Mumbai,AIIMS Mumbai
231,208,100.0,Apollo Hospital Pune,Apollo Hospital Pune
137,31,100.0,Apollo Hospital Mumbai,apollo hospital Mumbai
76,279,1.0,sunrise clinic Pune,sunrise clinic Pune
3,45,1.0000000000000002,City Hospital Bangalore,city hospital Bangalore
155,158,1.0,Apollo Hosp Mumbai,Apollo Hospital Mumbai
200,249,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
215,57,100.0,fortis hospital Delhi,Fortis Hospital Delhi
55,267,1.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
181,10,100.0,Fortis Hosp Mumbai,fortis hospital Mumbai
202,243,1.0000000000000002,City Hospital Bangalore,City Hosp Bangalore
298,53,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
91,209,1.0,Fortis Hosp Delhi,fortis hospital Delhi
81,119,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
167,215,1.0,fortis hospital Delhi,fortis hospital Delhi
78,6,100.0,Fortis Hospital Pune,fortis hospital Pune
42,286,1.0,fortis hospital Delhi,Fortis Hosp Delhi
219,53,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
272,96,100.0,City Hosp Mumbai,city hospital Mumbai
184,68,100.0,Fortis Hosp Delhi,Fortis Hospital Delhi
11,261,1.0000000000000002,City Hospital Delhi,city hospital Delhi
275,54,100.0,AIIMS Pune,AIIMS Pune
268,27,100.0,fortis hospital Bangalore,Fortis Hosp Bangalore
134,247,1.0,Fortis Hospital Bangalore,Fortis Hospital Bangalore
284,19,100.0,aiims Pune,AIIMS Pune
90,54,100.0,aiims Pune,AIIMS Pune
97,53,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
22,43,1.0000000000000002,city hospital Pune,City Hospital Pune
2,141,1.0,fortis hospital Bangalore,Fortis Hosp Bangalore
244,86,100.0,Apollo Hospital Pune,Apollo Hosp Pune
63,165,1.0,Apollo Hospital Mumbai,apollo hospital Mumbai
238,128,100.0,Apollo Hospital Delhi,Apollo Hospital Delhi
145,282,1.0,city hospital Mumbai,City Hospital Mumbai
159,65,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
146,161,1.0,AIIMS Bangalore,AIIMS Bangalore
265,292,1.0,Apollo Hosp Delhi,apollo hospital Delhi
71,152,1.0,AIIMS Bangalore,aiims Bangalore
115,87,100.0,city hospital Mumbai,City Hospital Mumbai
62,103,1.0,AIIMS Delhi,AIIMS Delhi
191,9,100.0,Fortis Hospital Mumbai,fortis hospital Mumbai
198,8,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
132,223,1.0,aiims Pune,AIIMS Pune
167,286,1.0,fortis hospital Delhi,Fortis Hosp Delhi
48,165,1.0,apollo hospital Mumbai,apollo hospital Mumbai
10,207,1.0,fortis hospital Mumbai,Fortis Hosp Mumbai
288,31,100.0,Apollo Hosp Mumbai,apollo hospital Mumbai
39,16,100.0,City Hospital Bangalore,City Hospital Bangalore
2,27,100.0,fortis hospital Bangalore,Fortis Hosp Bangalore
50,131,1.0,sunrise clinic Delhi,Sunrise Clinic Delhi
147,10,100.0,Fortis Hospital Mumbai,fortis hospital Mumbai
166,6,100.0,fortis hospital Pune,fortis hospital Pune
227,86,100.0,apollo hospital Pune,Apollo Hosp Pune
107,220,1.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
86,208,1.0,Apollo Hosp Pune,Apollo Hospital Pune
135,38,100.0,City Hospital Delhi,City Hosp Delhi
153,190,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
68,91,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
45,3,100.0,city hospital Bangalore,City Hospital Bangalore
121,53,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
17,120,100.0,Apollo Hosp Delhi,apollo hospital Delhi
73,5,100.0,sunrise clinic Pune,Sunrise Clinic Pune
245,20,100.0,City Hosp Pune,City Hospital Pune
283,112,100.0,aiims Mumbai,aiims Mumbai
173,274,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
27,95,1.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
158,248,1.0,Apollo Hospital Mumbai,apollo hospital Mumbai
31,165,1.0,apollo hospital Mumbai,apollo hospital Mumbai
39,45,1.0000000000000002,City Hospital Bangalore,city hospital Bangalore
6,83,1.0,fortis hospital Pune,Fortis Hosp Pune
222,248,1.0,apollo hospital Mumbai,apollo hospital Mumbai
46,179,1.0,AIIMS Bangalore,AIIMS Bangalore
177,188,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
175,85,100.0,City Hosp Delhi,City Hospital Delhi
100,176,1.0,aiims Pune,aiims Pune
210,86,100.0,Apollo Hosp Pune,Apollo Hosp Pune
107,250,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
230,123,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
39,124,1.0000000000000002,City Hospital Bangalore,city hospital Bangalore
113,286,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
219,298,1.0,sunrise clinic Bangalore,sunrise clinic Bangalore
16,33,1.0000000000000002,City Hospital Bangalore,city hospital Bangalore
224,293,1.0,Sunrise Clinic Delhi,Sunrise Clinic Delhi
45,294,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
212,115,100.0,city hospital Mumbai,city hospital Mumbai
117,13,100.0,Fortis Hospital Pune,Fortis Hosp Pune
191,69,100.0,Fortis Hospital Mumbai,fortis hospital Mumbai
25,46,1.0,aiims Bangalore,AIIMS Bangalore
64,120,100.0,Apollo Hospital Delhi,apollo hospital Delhi
100,127,1.0,aiims Pune,AIIMS Pune
103,75,100.0,AIIMS Delhi,AIIMS Delhi
163,173,1.0,sunrise clinic Bangalore,sunrise clinic Bangalore
144,168,1.0,Fortis Hospital Pune,Fortis Hospital Pune
127,176,1.0,AIIMS Pune,aiims Pune
76,99,1.0,sunrise clinic Pune,sunrise clinic Pune
19,223,1.0,AIIMS Pune,AIIMS Pune
89,134,1.0,Fortis Hospital Bangalore,Fortis Hospital Bangalore
200,203,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
42,289,1.0,fortis hospital Delhi,Fortis Hospital Delhi
144,13,100.0,Fortis Hospital Pune,Fortis Hosp Pune
167,297,1.0,fortis hospital Delhi,fortis hospital Delhi
170,8,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
56,100,1.0,AIIMS Pune,aiims Pune
98,103,1.0,AIIMS Delhi,AIIMS Delhi
132,284,1.0,aiims Pune,aiims Pune
30,155,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
212,145,100.0,city hospital Mumbai,city hospital Mumbai
176,19,100.0,aiims Pune,AIIMS Pune
136,195,1.0,fortis hospital Bangalore,Fortis Hosp Bangalore
19,40,1.0,AIIMS Pune,aiims Pune
184,215,1.0,Fortis Hosp Delhi,fortis hospital Delhi
225,236,1.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
133,82,100.0,Apollo Hospital Delhi,apollo hospital Delhi
155,7,100.0,Apollo Hosp Mumbai,apollo hospital Mumbai
54,19,100.0,AIIMS Pune,AIIMS Pune
277,24,100.0,Fortis Hosp Pune,Fortis Hosp Pune
229,297,1.0,fortis hospital Delhi,fortis hospital Delhi
134,95,100.0,Fortis Hospital Bangalore,Fortis Hospital Bangalore
65,119,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
297,61,100.0,fortis hospital Delhi,fortis hospital Delhi
231,192,100.0,Apollo Hospital Pune,Apollo Hosp Pune
144,14,100.0,Fortis Hospital Pune,Fortis Hospital Pune
212,96,100.0,city hospital Mumbai,city hospital Mumbai
44,73,1.0,Sunrise Clinic Pune,sunrise clinic Pune
24,148,1.0,Fortis Hosp Pune,fortis hospital Pune
200,233,1.0,Sunrise Clinic Pune,sunrise clinic Pune
232,71,100.0,aiims Bangalore,AIIMS Bangalore
32,263,1.0,AIIMS Mumbai,AIIMS Mumbai
61,153,1.0,fortis hospital Delhi,Fortis Hospital Delhi
251,67,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
112,205,1.0,aiims Mumbai,AIIMS Mumbai
42,57,1.0,fortis hospital Delhi,Fortis Hospital Delhi
286,68,100.0,Fortis Hosp Delhi,Fortis Hospital Delhi
238,82,100.0,Apollo Hospital Delhi,apollo hospital Delhi
173,285,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
151,175,1.0000000000000002,City Hospital Delhi,City Hosp Delhi
297,12,100.0,fortis hospital Delhi,Fortis Hosp Delhi
224,169,100.0,Sunrise Clinic Delhi,sunrise clinic Delhi
46,152,1.0,AIIMS Bangalore,aiims Bangalore
225,266,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
40,132,1.0,aiims Pune,aiims Pune
23,274,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
79,221,1.0,AIIMS Pune,AIIMS Pune
217,230,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
113,297,1.0,Fortis Hospital Delhi,fortis hospital Delhi
221,275,1.0,AIIMS Pune,AIIMS Pune
5,182,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
23,81,100.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
199,222,1.0,Apollo Hospital Mumbai,apollo hospital Mumbai
252,22,100.0,City Hosp Pune,city hospital Pune
66,105,1.0000000000000002,city hospital Pune,city hospital Pune
114,67,100.0,apollo hospital Bangalore,Apollo Hosp Bangalore
125,182,1.0,sunrise clinic Pune,Sunrise Clinic Pune
266,123,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
57,113,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
59,79,1.0,AIIMS Pune,AIIMS Pune
51,127,1.0,AIIMS Pune,AIIMS Pune
155,222,1.0,Apollo Hosp Mumbai,apollo hospital Mumbai
181,258,1.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
75,62,100.0,AIIMS Delhi,AIIMS Delhi
74,193,1.0,AIIMS Bangalore,AIIMS Bangalore
165,7,100.0,apollo hospital Mumbai,apollo hospital Mumbai
21,75,1.0,AIIMS Delhi,AIIMS Delhi
203,99,100.0,Sunrise Clinic Pune,sunrise clinic Pune
27,186,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
243,294,1.0000000000000002,City Hosp Bangalore,City Hospital Bangalore
110,76,100.0,Sunrise Clinic Pune,sunrise clinic Pune
170,174,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
233,5,100.0,sunrise clinic Pune,Sunrise Clinic Pune
84,274,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
296,51,100.0,AIIMS Pune,AIIMS Pune
262,29,100.0,aiims Mumbai,AIIMS Mumbai
40,296,1.0,aiims Pune,AIIMS Pune
120,238,1.0,apollo hospital Delhi,Apollo Hospital Delhi
110,182,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
249,44,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
90,223,1.0,aiims Pune,AIIMS Pune
44,104,1.0,Sunrise Clinic Pune,sunrise clinic Pune
89,136,1.0,Fortis Hospital Bangalore,fortis hospital Bangalore
113,289,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
140,4,100.0,Fortis Hosp Pune,Fortis Hosp Pune
81,84,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
88,188,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
28,6,100.0,Fortis Hospital Pune,fortis hospital Pune
108,266,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
277,6,100.0,Fortis Hosp Pune,fortis hospital Pune
118,185,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
15,293,1.0,Sunrise Clinic Delhi,Sunrise Clinic Delhi
100,130,1.0,aiims Pune,aiims Pune
124,177,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
73,182,1.0,sunrise clinic Pune,Sunrise Clinic Pune
162,8,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
13,277,1.0,Fortis Hosp Pune,Fortis Hosp Pune
86,192,1.0,Apollo Hosp Pune,Apollo Hosp Pune
152,52,100.0,aiims Bangalore,aiims Bangalore
1,93,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
211,243,1.0000000000000002,City Hosp Bangalore,City Hosp Bangalore
36,256,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
7,129,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
95,186,1.0,Fortis Hospital Bangalore,fortis hospital Bangalore
164,209,1.0,fortis hospital Delhi,fortis hospital Delhi
60,276,1.0,apollo hospital Pune,Apollo Hosp Pune
299,89,100.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
127,130,1.0,AIIMS Pune,aiims Pune
165,222,1.0,apollo hospital Mumbai,apollo hospital Mumbai
20,245,1.0000000000000002,City Hospital Pune,City Hosp Pune
61,289,1.0,fortis hospital Delhi,Fortis Hospital Delhi
77,94,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
42,109,1.0,fortis hospital Delhi,Fortis Hospital Delhi
71,52,100.0,AIIMS Bangalore,aiims Bangalore
80,192,100.0,apollo hospital Pune,Apollo Hosp Pune
50,224,1.0,sunrise clinic Delhi,Sunrise Clinic Delhi
60,227,1.0,apollo hospital Pune,apollo hospital Pune
188,294,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
101,30,100.0,Apollo Hosp Mumbai,apollo hospital Mumbai
136,149,1.0,fortis hospital Bangalore,Fortis Hosp Bangalore
184,297,1.0,Fortis Hosp Delhi,fortis hospital Delhi
3,33,100.0,City Hospital Bangalore,city hospital Bangalore
25,58,100.0,aiims Bangalore,AIIMS Bangalore
135,139,1.0000000000000002,City Hospital Delhi,City Hosp Delhi
163,285,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
115,237,1.0,city hospital Mumbai,city hospital Mumbai
88,294,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
167,12,100.0,fortis hospital Delhi,Fortis Hosp Delhi
291,4,100.0,Fortis Hospital Pune,Fortis Hosp Pune
69,271,1.0,fortis hospital Mumbai,fortis hospital Mumbai
160,85,100.0,City Hosp Delhi,City Hospital Delhi
142,30,100.0,apollo hospital Mumbai,apollo hospital Mumbai
46,193,1.0,AIIMS Bangalore,AIIMS Bangalore
84,285,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
79,90,1.0,AIIMS Pune,aiims Pune
213,57,100.0,Fortis Hosp Delhi,Fortis Hospital Delhi
89,118,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
232,25,100.0,aiims Bangalore,aiims Bangalore
164,190,1.0,fortis hospital Delhi,Fortis Hospital Delhi
204,14,100.0,Fortis Hosp Pune,Fortis Hospital Pune
49,263,1.0,aiims Mumbai,AIIMS Mumbai
39,188,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
162,174,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
56,19,100.0,AIIMS Pune,AIIMS Pune
74,146,1.0,AIIMS Bangalore,AIIMS Bangalore
99,44,100.0,sunrise clinic Pune,Sunrise Clinic Pune
0,106,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
33,202,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
73,99,100.0,sunrise clinic Pune,sunrise clinic Pune
29,49,100.0,AIIMS Mumbai,aiims Mumbai
226,18,100.0,Sunrise Clinic Delhi,sunrise clinic Delhi
47,248,1.0,Apollo Hosp Mumbai,apollo hospital Mumbai
8,93,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
262,32,100.0,aiims Mumbai,AIIMS Mumbai
79,254,1.0,AIIMS Pune,AIIMS Pune
25,273,1.0,aiims Bangalore,AIIMS Bangalore
39,3,100.0,City Hospital Bangalore,City Hospital Bangalore
278,0,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
246,262,1.0,AIIMS Mumbai,aiims Mumbai
6,78,1.0,fortis hospital Pune,Fortis Hospital Pune
45,39,100.0,city hospital Bangalore,City Hospital Bangalore
42,91,1.0,fortis hospital Delhi,Fortis Hosp Delhi
47,199,1.0,Apollo Hosp Mumbai,Apollo Hospital Mumbai
294,39,100.0,City Hospital Bangalore,City Hospital Bangalore
19,54,1.0,AIIMS Pune,AIIMS Pune
6,13,100.0,fortis hospital Pune,Fortis Hosp Pune
59,56,100.0,AIIMS Pune,AIIMS Pune
16,202,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
35,93,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
223,275,1.0,AIIMS Pune,AIIMS Pune
4,78,1.0,Fortis Hosp Pune,Fortis Hospital Pune
48,47,100.0,apollo hospital Mumbai,Apollo Hosp Mumbai
30,248,1.0,apollo hospital Mumbai,apollo hospital Mumbai
70,72,100.0,aiims Delhi,aiims Delhi
100,296,1.0,aiims Pune,AIIMS Pune
37,147,1.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
23,65,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
24,28,1.0,Fortis Hosp Pune,Fortis Hospital Pune
138,70,100.0,AIIMS Delhi,aiims Delhi
79,284,1.0,AIIMS Pune,aiims Pune
61,167,1.0,fortis hospital Delhi,fortis hospital Delhi
83,92,1.0,Fortis Hosp Pune,fortis hospital Pune
69,10,100.0,fortis hospital Mumbai,fortis hospital Mumbai
39,294,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
149,186,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
288,48,100.0,Apollo Hosp Mumbai,apollo hospital Mumbai
149,2,100.0,Fortis Hosp Bangalore,fortis hospital Bangalore
30,199,1.0,apollo hospital Mumbai,Apollo Hospital Mumbai
201,251,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
78,4,100.0,Fortis Hospital Pune,Fortis Hosp Pune
106,121,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
138,21,100.0,AIIMS Delhi,AIIMS Delhi
164,57,100.0,fortis hospital Delhi,Fortis Hospital Delhi
219,285,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
20,66,100.0,City Hospital Pune,city hospital Pune
117,144,1.0,Fortis Hospital Pune,Fortis Hospital Pune
46,52,100.0,AIIMS Bangalore,aiims Bangalore
218,139,100.0,City Hosp Delhi,City Hosp Delhi
298,81,100.0,sunrise clinic Bangalore,sunrise clinic Bangalore
130,254,1.0,aiims Pune,AIIMS Pune
41,263,1.0,AIIMS Mumbai,AIIMS Mumbai
160,175,1.0000000000000002,City Hosp Delhi,City Hosp Delhi
161,273,1.0,AIIMS Bangalore,AIIMS Bangalore
228,230,1.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
78,140,1.0,Fortis Hospital Pune,Fortis Hosp Pune
60,260,1.0,apollo hospital Pune,Apollo Hosp Pune
49,32,100.0,aiims Mumbai,AIIMS Mumbai
28,204,1.0,Fortis Hospital Pune,Fortis Hosp Pune
135,85,100.0,City Hospital Delhi,City Hospital Delhi
45,177,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
13,78,1.0,Fortis Hosp Pune,Fortis Hospital Pune
134,141,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
92,291,1.0,fortis hospital Pune,Fortis Hospital Pune
252,66,100.0,City Hosp Pune,city hospital Pune
97,81,100.0,sunrise clinic Bangalore,sunrise clinic Bangalore
82,17,100.0,apollo hospital Delhi,Apollo Hosp Delhi
23,97,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
40,127,1.0,aiims Pune,AIIMS Pune
166,4,100.0,fortis hospital Pune,Fortis Hosp Pune
91,229,1.0,Fortis Hosp Delhi,fortis hospital Delhi
143,26,100.0,sunrise clinic Mumbai,sunrise clinic Mumbai
13,291,1.0,Fortis Hosp Pune,Fortis Hospital Pune
51,296,1.0,AIIMS Pune,AIIMS Pune
253,70,100.0,AIIMS Delhi,aiims Delhi
99,182,1.0,sunrise clinic Pune,Sunrise Clinic Pune
111,95,100.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
232,58,100.0,aiims Bangalore,AIIMS Bangalore
134,27,100.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
26,230,1.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
133,292,1.0,Apollo Hospital Delhi,apollo hospital Delhi
217,266,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
97,23,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
69,255,1.0,fortis hospital Mumbai,Fortis Hospital Mumbai
62,72,100.0,AIIMS Delhi,aiims Delhi
49,112,100.0,aiims Mumbai,aiims Mumbai
7,222,1.0,apollo hospital Mumbai,apollo hospital Mumbai
53,23,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
142,248,1.0,apollo hospital Mumbai,apollo hospital Mumbai
159,278,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
101,199,1.0,Apollo Hosp Mumbai,Apollo Hospital Mumbai
74,179,1.0,AIIMS Bangalore,AIIMS Bangalore
117,166,1.0,Fortis Hospital Pune,fortis hospital Pune
83,144,1.0,Fortis Hosp Pune,Fortis Hospital Pune
207,55,100.0,Fortis Hosp Mumbai,Fortis Hosp Mumbai
189,256,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
61,91,1.0,fortis hospital Delhi,Fortis Hosp Delhi
185,2,100.0,Fortis Hosp Bangalore,fortis hospital Bangalore
99,183,1.0,sunrise clinic Pune,Sunrise Clinic Pune
182,73,100.0,Sunrise Clinic Pune,sunrise clinic Pune
222,7,100.0,apollo hospital Mumbai,apollo hospital Mumbai
238,292,1.0,Apollo Hospital Delhi,apollo hospital Delhi
63,30,100.0,Apollo Hospital Mumbai,apollo hospital Mumbai
142,199,1.0,apollo hospital Mumbai,Apollo Hospital Mumbai
203,279,1.0,Sunrise Clinic Pune,sunrise clinic Pune
17,120,1.0,Apollo Hosp Delhi,apollo hospital Delhi
10,37,100.0,fortis hospital Mumbai,Fortis Hospital Mumbai
230,256,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
183,249,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
213,42,100.0,Fortis Hosp Delhi,fortis hospital Delhi
43,105,1.0000000000000002,City Hospital Pune,city hospital Pune
21,62,1.0,AIIMS Delhi,AIIMS Delhi
144,166,1.0,Fortis Hospital Pune,fortis hospital Pune
8,77,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
199,288,1.0,Apollo Hospital Mumbai,Apollo Hosp Mumbai
97,159,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
177,45,100.0,City Hospital Bangalore,city hospital Bangalore
105,126,1.0000000000000002,city hospital Pune,city hospital Pune
60,242,1.0,apollo hospital Pune,apollo hospital Pune
285,23,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
72,21,100.0,aiims Delhi,AIIMS Delhi
19,221,1.0,AIIMS Pune,AIIMS Pune
82,133,1.0,apollo hospital Delhi,Apollo Hospital Delhi
38,160,1.0000000000000002,City Hosp Delhi,City Hosp Delhi
10,172,1.0,fortis hospital Mumbai,fortis hospital Mumbai
279,280,1.0,sunrise clinic Pune,Sunrise Clinic Pune
74,25,100.0,AIIMS Bangalore,aiims Bangalore
232,273,1.0,aiims Bangalore,AIIMS Bangalore
198,251,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
63,31,100.0,Apollo Hospital Mumbai,apollo hospital Mumbai
188,39,100.0,City Hospital Bangalore,City Hospital Bangalore
119,163,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
85,218,1.0000000000000002,City Hospital Delhi,City Hosp Delhi
200,280,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
40,100,1.0,aiims Pune,aiims Pune
130,132,1.0,aiims Pune,aiims Pune
152,232,1.0,aiims Bangalore,aiims Bangalore
59,40,100.0,AIIMS Pune,aiims Pune
107,1,100.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
185,111,100.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
25,74,1.0,aiims Bangalore,AIIMS Bangalore
196,226,1.0,sunrise clinic Delhi,Sunrise Clinic Delhi
